Address,Municipality,classdesc,usedesc,saledate,saleprice
551 SUNSET DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/29/1993, $1.00 
805 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/19/1989, $-   
838 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/29/2009, $1.00 
826 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),4/22/2003, $1.00 
826 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/22/2003, $1.00 
806 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/9/2001, $1.00 
805 FRUITHURST DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/10/2015, $1.00 
833 FRUITHURST DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/13/1993, $-   
369 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/27/2013, $1.00 
350 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/10/2007, $1.00 
575 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/6/1994, $-   
563 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/8/2012, $1.00 
557 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/21/2010, $1.00 
488 MILBETH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/28/2007, $1.00 
489 MILBETH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/29/1996, $-   
476 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/2012, $1.00 
417 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/2/2014, $1.00 
775 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/22/2014, $-   
763 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/28/2012, $1.00 
422 MERIDIAN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/15/2011, $1.00 
480 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/2007, $-   
475 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/25/2003, $1.00 
443 MERIDIAN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/16/2014, $1.00 
782 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/19/1992, $1.00 
467 OLD FARM RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/2012, $1.00 
462 OLD FARM RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/22/2010, $1.00 
488 OLD FARM RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1993, $1.00 
499 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/1/2003, $1.00 
601 SHADY DR E PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/15/1993, $1.00 
495 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/31/2013, $1.00 
500 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/13/2002, $-   
502 HAVERHILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/27/2012, $1.00 
633 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/5/1991, $1.00 
0 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,4/10/2014, $1.00 
371 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,9/3/2010, $1.00 
421 ANAWANDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/24/2007, $1.00 
419 ANAWANDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/24/2007, $1.00 
394 ANAWANDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,8/15/2001, $1.00 
400 ANAWANDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,12/27/2007, $1.00 
620 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/11/2003, $1.00 
650 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,1/29/2008, $1.00 
641 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/16/2002, $-   
637 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/10/2006, $1.00 
605 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/25/2002, $1.00 
858 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/29/2011, $-   
850 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/29/1991, $1.00 
389 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/15/2001, $1.00 
370 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/11/2011, $1.00 
382 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/27/2004, $1.00 
638 AUDUBON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/26/2002, $1.00 
399 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/2/2006, $-   
397 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/2/2006, $-   
385 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,7/10/2007, $1.00 
381 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,2/10/1986, $1.00 
375 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/13/2009, $1.00 
371 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/18/2001, $1.00 
367 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/8/1992, $1.00 
363 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,1/17/2002, $1.00 
618 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/24/2003, $1.00 
625 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/19/2016, $1.00 
619 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/27/2008, $1.00 
615 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/24/2010, $-   
614 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/31/2012, $1.00 
912 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/10/2012, $1.00 
919 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/31/2004, $1.00 
911 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/18/1996, $1.00 
504 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/12/2005, $-   
516 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/15/2012, $1.00 
521 MILBETH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/10/2012, $1.00 
505 MILBETH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/21/1998, $1.00 
500 MILBETH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/8/2016, $-   
590 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/4/2001, $1.00 
575 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/2015, $1.00 
590 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/17/2015, $1.00 
801 SLEEPY HOLLOW RD PITTSBURGH PA 15234,Castle Shannon  ,RESIDENTIAL,SINGLE FAMILY,3/14/2014, $1.00 
521 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/19/2004, $1.00 
558 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/9/2003, $1.00 
554 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/14/2011, $1.00 
517 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/8/2010, $1.00 
520 SLEEPY HOLLOW RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/22/1996, $-   
115 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/2/2014, $1.00 
121 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/2012, $1.00 
143 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/18/2009, $1.00 
106 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/1/2012, $1.00 
114 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/19/2003, $1.00 
110 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/26/2013, $1.00 
29 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,9/15/2006, $1.00 
37 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/3/1991, $1.00 
55 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/9/2002, $1.00 
129 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/17/2012, $1.00 
135 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/27/2010, $1.00 
137 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/26/1993, $1.00 
40 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/26/2009, $1.00 
41 FLORENCE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/13/2003, $1.00 
57 FLORENCE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/10/2013, $1.00 
56 FLORENCE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/13/2013, $1.00 
54 FLORENCE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/28/2003, $1.00 
48 FLORENCE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/1991, $1.00 
466 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,11/6/2008, $1.00 
462 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/1/2009, $1.00 
456 CLOKEY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/30/2009, $-   
166 RAE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/5/2013, $1.00 
140 RAE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/29/2001, $1.00 
120 RAE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/16/2009, $1.00 
478 MARLIN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/13/2011, $1.00 
469 MARLIN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/6/2009, $1.00 
469 JAYSON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/12/2015, $1.00 
502 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/7/2015, $1.00 
514 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/17/2009, $1.00 
519 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/7/2015, $1.00 
511 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/19/1993, $1.00 
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,12/18/2002, $-   
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,2/25/1998, $1.00 
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,12/16/2010, $1.00 
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,2/6/2013, $-   
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,12/1/2011, $1.00 
520 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,12/18/2002, $-   
10 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/8/1991, $-   
12 SHADY DR W PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/17/1993, $1.00 
3337 WALTHAM AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,10/22/2003, $-   
15 FERNWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/24/2003, $1.00 
12 FERNWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/14/2012, $1.00 
929 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/6/2004, $1.00 
920 BRIDGEWATER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/15/1994, $1.00 
956 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/9/1996, $1.00 
944 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/30/2007, $1.00 
3279 WALTHAM AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,6/9/2008, $1.00 
900 PARKSIDE AVE PITTSBURGH PA 15228,Dormont  ,RESIDENTIAL,SINGLE FAMILY,2/7/2000, $1.00 
820 PARKSIDE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/27/1988, $1.00 
116 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/18/2012, $1.00 
41 ROSEMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/4/2012, $1.00 
24 FERNWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/4/2000, $1.00 
32 FERNWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/15/2002, $-   
36 FERNWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/18/2003, $1.00 
62 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/12/2007, $1.00 
58 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/28/1993, $1.00 
38 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,8/8/2011, $1.00 
690 FLORIDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,12/28/2006, $1.00 
670 FLORIDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,FOUR FAMILY,5/15/2014, $1.00 
0 FLORIDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,2/27/2001, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,4/16/1997, $-   
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,11/7/1990, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,2/10/2012, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,9/29/2010, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,4/2/2014, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,1/9/2015, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,1/4/2005, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,3/28/2013, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,2/19/1999, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,4/2/2014, $1.00 
129 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,2/10/2012, $1.00 
219 MABRICK AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/28/2008, $1.00 
241 MABRICK AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,8/8/2011, $1.00 
256 MABRICK AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,THREE FAMILY,3/16/1994, $1.00 
248 MABRICK AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,FOUR FAMILY,11/3/2015, $1.00 
230 MABRICK AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/28/2000, $1.00 
125 ATLANTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/2/2012, $1.00 
128 ATLANTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/6/1992, $1.00 
118 ATLANTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/3/1994, $1.00 
118 ATLANTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),11/3/1994, $1.00 
104 ATLANTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/10/1998, $1.00 
111 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/25/2014, $-   
699 SHADY DR E PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,4/15/2003, $1.00 
645 SHADY DR E PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/28/2011, $1.00 
116 WYNNEWOOD DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,12/16/2003, $1.00 
109 WYNNEWOOD DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,2/5/2003, $1.00 
1 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/5/2012, $1.00 
0 LANCASTER AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM COMMON PROPERTY,5/14/2009, $1.00 
2 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/21/2015, $1.00 
10 ROSEMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/20/2013, $1.00 
104 LANCASTER AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,6/11/2014, $1.00 
0 LANCASTER AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM COMMON PROPERTY,1/6/1995, $1.00 
0 SCOTT RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM COMMON PROPERTY,5/14/2009, $1.00 
0 HAVERFORD CIR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM COMMON PROPERTY,5/14/2009, $1.00 
20 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/1/2000, $1.00 
17 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/25/2003, $1.00 
221 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/7/1987, $1.00 
225 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/3/2008, $1.00 
241 JONQUIL PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/22/2006, $-   
264 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/23/2015, $1.00 
250 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/5/2004, $1.00 
224 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/22/1999, $1.00 
26 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/9/2015, $1.00 
18 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/21/2001, $1.00 
21 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/11/2013, $1.00 
40 ROSEMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/24/2010, $1.00 
36 ROSEMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/17/1997, $1.00 
30 ROSEMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/20/1996, $1.00 
13 EARLSWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/25/1997, $1.00 
261 CATALPA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/24/2009, $1.00 
247 LINDENWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/23/2000, $1.00 
243 LINDENWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/2/2009, $1.00 
750 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,8/3/2005, $1.00 
750 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,6/11/2014, $1.00 
750 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,11/19/2003, $1.00 
750 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,3/26/2015, $1.00 
750 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,CONDOMINIUM,8/12/2008, $1.00 
