Address,Municipality,classdesc,usedesc,saledate,saleprice
900 FLORIDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/8/1971, $1.00 
279 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/3/1977," $28,900.00 "
0 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,FEDERAL GOVERNMENT,5/4/1959, $-   
201 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/26/1982," $80,000.00 "
217 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/19/1969, $-   
227 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/5/1983," $87,000.00 "
224 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/26/1980," $54,000.00 "
216 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/25/1979," $69,900.00 "
206 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/13/1971, $-   
230 LEMOYNE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/1/1972," $11,900.00 "
100 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/1972, $-   
208 BARTH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/26/1979," $41,000.00 "
239 BARTH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/1/1978," $46,000.00 "
152 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/27/1977," $33,000.00 "
206 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/25/1964, $-   
210 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/23/1976," $32,000.00 "
214 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/2/1984," $62,000.00 "
200 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,8/29/1964, $-   
46 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1973, $-   
116 HEMLOCK ST PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/29/1973, $-   
120 HEMLOCK ST PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1983," $47,500.00 "
55 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/9/1982," $61,500.00 "
45 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/19/1971, $-   
38 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/12/1951, $-   
60 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/4/1985," $75,000.00 "
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,7/26/1924, $-   
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,UTILITIES,COMMERCIAL/UTILITY,12/31/1961, $-   
311 CYPRESS ST PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,RETL/APT'S OVER,2/1/1983," $100,000.00 "
0 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,COMMERCIAL GARAGE,5/22/1981," $30,000.00 "
307 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,COMMERCIAL,DWG USED AS OFFICE,10/31/1980, $1.00 
220 SPRUCETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/13/1972, $-   
0 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/17/1964, $-   
301 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/1963, $-   
238 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/13/1974," $20,200.00 "
246 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/21/1983," $37,000.00 "
235 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/14/1985," $85,000.00 "
233 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/14/1985," $85,000.00 "
229 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/5/1984," $37,000.00 "
204 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,3/20/1984," $54,000.00 "
232 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,2/28/1980," $72,250.00 "
240 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/16/1984," $40,000.00 "
94 POPLAR DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,FOUR FAMILY,1/10/1984," $60,000.00 "
228 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,9/8/1976," $52,500.00 "
270 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,5/15/1975, $-   
253 LEMOYNE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/6/1985," $39,000.00 "
249 LEMOYNE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/28/1966, $-   
264 LEMOYNE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/16/1984," $33,000.00 "
276 LEMOYNE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1985," $38,000.00 "
106 POPLAR DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/7/1981," $55,000.00 "
110 POPLAR DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/22/1980," $37,000.00 "
279 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/2/1982," $63,000.00 "
271 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/4/1974," $33,000.00 "
266 ASHLAND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/28/1973, $-   
357 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/17/1972, $-   
346 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1965, $-   
332 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/1979," $30,000.00 "
330 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/16/1976," $31,000.00 "
320 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/8/1967, $-   
341 QUESTEND AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/30/1981," $56,000.00 "
369 PARKSIDE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/4/1983," $47,000.00 "
391 ANAWANDA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,4/19/1984, $-   
350 PARKSIDE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/11/1985," $69,000.00 "
334 PARKSIDE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/24/1977," $62,500.00 "
353 TAMPA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/17/1972, $-   
0 PARKSIDE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,5/5/1950, $-   
337 TAMPA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/23/1961, $-   
341 TAMPA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/9/1971," $24,500.00 "
334 TAMPA AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/25/1966, $-   
360 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,COMMERCIAL,"RESTAURANT, CAFET AND/OR BAR",5/26/1982," $40,000.00 "
345 SUNSET DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/1/1957," $13,250.00 "
340 BIRCH AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/7/1977," $40,800.00 "
741 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/21/1979," $150,000.00 "
749 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/6/1971, $-   
738 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/1977," $110,000.00 "
828 FLINT RIDGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/4/1980," $37,000.00 "
943 RUTH ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/18/1981," $145,000.00 "
63 MOFFETT ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/20/1985, $1.00 
71 MOFFETT ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/29/1963, $-   
702 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,APART:20-39 UNITS,10/28/1985, $1.00 
416 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/25/1977," $54,000.00 "
424 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/3/1984, $1.00 
433 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/27/1973, $-   
669 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/31/1985," $60,000.00 "
418 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/1/1984," $69,000.00 "
440 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/6/1978," $54,000.00 "
450 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/1978," $64,900.00 "
454 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/14/1969, $-   
0 ALTOONA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,11/1/1943, $-   
445 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/25/1963, $-   
427 SERRANO AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/24/1976," $46,000.00 "
442 SERRANO AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/12/1970, $-   
424 SERRANO AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/6/1983," $58,000.00 "
676 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/5/1983," $38,000.00 "
458 MARLIN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1974," $22,000.00 "
451 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/1/1973, $-   
479 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/21/1977," $48,500.00 "
100 RAE AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/9/1978," $52,000.00 "
224 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,2/26/1981," $75,000.00 "
492 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/1/1985," $57,000.00 "
448 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/12/1972, $-   
444 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/30/1966, $-   
436 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/9/1979, $1.00 
463 MARIETTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,1/3/1978," $60,000.00 "
486 MARIETTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,5/5/1983," $65,000.00 "
328 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,PHARMACY (CHAIN),5/30/1985, $1.00 
331 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,COMMERCIAL GARAGE,10/31/1958, $-   
339 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,CONVENIENCE STORE/GAS,10/18/1985," $84,427.00 "
458 SERRANO AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/17/1982," $66,306.00 "
440 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,APART:20-39 UNITS,6/9/1983, $1.00 
400 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,APART:40+ UNITS,6/7/1983, $1.00 
533 LANSDALE PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/29/1973," $26,000.00 "
534 ALTOONA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,12/24/1984," $40,000.00 "
857 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/9/1963, $-   
800 LINDA LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/13/1976," $52,500.00 "
810 LINDA LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/1/1973, $-   
852 FOXLAND DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/12/1974," $66,500.00 "
976 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/13/1983," $79,000.00 "
853 FOXLAND DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/23/1985," $107,000.00 "
849 FOXLAND DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/30/1970," $47,000.00 "
809 LINDA LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/28/1955, $-   
905 RUTH ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/27/1976," $42,000.00 "
850 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/9/1978," $87,000.00 "
929 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/18/1977," $60,000.00 "
11 MOFFETT ST PITTSBURGH PA 15243,Mt.Lebanon  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,5/15/1961, $-   
8 MOFFETT ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/25/1969, $-   
788 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/28/1966, $-   
406 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/18/1984," $67,000.00 "
425 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/23/1981," $67,500.00 "
420 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/24/1984," $82,500.00 "
817 ELLA ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/25/1971, $-   
824 ELLA ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/5/1983, $1.00 
804 ELLA ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/7/1965, $-   
796 ELLA ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/6/1983," $80,500.00 "
807 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/15/1959, $-   
450 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/20/1972, $-   
446 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/11/1984," $60,000.00 "
483 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/24/1981," $99,000.00 "
463 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/11/1977," $58,750.00 "
455 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/25/1972, $-   
449 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/19/1982," $68,000.00 "
445 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/13/1976, $-   
410 DUQUESNE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/20/1963, $-   
424 DUQUESNE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/11/1982," $23,000.00 "
464 DUQUESNE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/28/1972, $-   
429 DUQUESNE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/2/1979," $61,500.00 "
427 DUQUESNE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1985," $67,000.00 "
436 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/10/1968, $-   
480 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/20/1984," $60,000.00 "
490 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/6/1985," $60,000.00 "
492 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/1978, $1.00 
465 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/28/1978," $51,000.00 "
260 ATLANTA DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/30/1984," $72,000.00 "
0 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,2/28/1966," $205,000.00 "
503 SERPENTINE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,9/24/1976," $39,200.00 "
300 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,OFFICE - 1-2 STORIES,3/19/1984," $440,000.00 "
501 CARNEGIE DR PITTSBURGH PA 15243,Mt.Lebanon  ,UTILITIES,COMMERCIAL/UTILITY,6/10/1926, $-   
320 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/26/1971, $-   
240 ATLANTA DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/27/1985," $75,500.00 "
264 ATLANTA DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/27/1985," $59,000.00 "
266 ATLANTA DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/10/1984," $71,000.00 "
254 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/27/1983," $40,000.00 "
262 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/7/1977," $34,000.00 "
245 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/20/1984," $69,500.00 "
237 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/6/1982," $56,500.00 "
235 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/12/1974," $26,000.00 "
250 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/29/1964, $-   
304 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,OFFICE - 1-2 STORIES,10/7/1981, $1.00 
267 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,DWG USED AS OFFICE,11/1/1982," $55,000.00 "
253 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,9/2/1972, $-   
223 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/28/1975, $1.00 
234 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/3/1982," $20,000.00 "
240 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/15/1965, $-   
248 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/25/1983," $43,000.00 "
250 ACADEMY AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/2/1974," $26,000.00 "
0 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
954 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/12/1984," $124,900.00 "
38 TERRACEVIEW AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/25/1967, $-   
450 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/14/1984," $55,000.00 "
440 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/17/1985," $70,000.00 "
9 TERRACEVIEW AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/1980, $1.00 
445 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/18/1966, $-   
420 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/8/1981," $80,000.00 "
20 TERRACEVIEW AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/25/1985," $58,500.00 "
951 CORACE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/22/1978," $43,000.00 "
935 CORACE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/1969, $-   
912 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/30/1985," $45,000.00 "
914 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/22/1982," $45,500.00 "
922 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/22/1972, $-   
934 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/26/1973, $-   
942 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/21/1966, $-   
459 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/24/1978," $64,000.00 "
472 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/15/1952," $16,500.00 "
803 CHALMERS PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/12/1972, $-   
